id	feature_ID	metabolite_refmet	CURRENT_REFMET_NAME	refmet_name	metabolite_name	lipid_class	chain_length	double_bond	sn_position	super_class	main_class	sub_class	Final_Class_Edited	formula	exactmass	pubchem_cid	kegg_id	inchi_key	lm_id	hmdb_id	chebi_id	is_review	NEW_CLASSES	Proposed.Classification	Added.By	Final_Class	CUSTOM_CLASS	Source	X	dataset
Car(16:3)	910	Car(16:3)	CAR(16:3)	CAR 16:3	CAR(16:3)	Car(16:3)	Car	16	3	NA	Fatty Acyls	Fatty esters	Acyl carnitines	Lipids and Lipid related compounds	C23H39NO4	393.2879	NA					NA	0	Lipids	Lipids and Lipid related compounds	NB	Lipids and Lipid related compounds	Lipids		NA	metab-u-rppos
Car(3:0, 2-CH3)	911	Car(3:0, 2-CH3)	CAR(4:0)_rp_a	CAR 3:0;2Me	CAR(4:0)_rp_a	Car(3:0, 2-CH3)	Car	3	0	NA	Fatty Acyls	Fatty esters	Acyl carnitines	Lipids and Lipid related compounds	C11H21NO4	231.1471	213144	C02862	QWYFHHGCZUCMBN-SECBINFHSA-N	LMFA07070003	HMDB0002013	21949	0	Lipids	Lipids and Lipid related compounds	NB	Lipids and Lipid related compounds	Lipids		NA	metab-u-rppos
Car(4:0)	912	Car(4:0)	CAR(4:0)_rp_b	CAR 4:0	CAR(4:0)_rp_b	CAR 4:0	Car	4	0	NA	Fatty Acyls	Fatty esters	Acyl carnitines	Lipids and Lipid related compounds	C11H21NO4	231.1471	213144	C02862	QWYFHHGCZUCMBN-SECBINFHSA-N	LMFA07070003	HMDB0002013	21949	0	Lipids	Lipids and Lipid related compounds	NB	Lipids and Lipid related compounds	Lipids		NA	metab-u-rppos
Car(4:0,3-CH3)	913	Car(4:0,3-CH3)	CAR(5:0)_rp_a	CAR 4:0;2Me	CAR(5:0)_rp_a	Car(4:0,3-CH3)	Car	4	0	NA	Fatty Acyls	Fatty esters	Acyl carnitines	Lipids and Lipid related compounds	C12H23NO4	245.1627	53481619		VSNFQQXVMPSASB-JTQLQIEISA-N	LMFA07070111	HMDB0013128	NA	0	Lipids	Lipids and Lipid related compounds	NB	Lipids and Lipid related compounds	Lipids		NA	metab-u-rppos
Car(5:0)	914	Car(5:0)	CAR(5:0)_rp_b	CAR 5:0	CAR(5:0)_rp_b	CAR 5:0	Car	5	0	NA	Fatty Acyls	Fatty esters	Acyl carnitines	Lipids and Lipid related compounds	C12H23NO4	245.1627	53481619		VSNFQQXVMPSASB-JTQLQIEISA-N	LMFA07070111	HMDB0013128	NA	0	Lipids	Lipids and Lipid related compounds	NB	Lipids and Lipid related compounds	Lipids		NA	metab-u-rppos
Car(5:0-OH)	915	Car(5:0-OH)	CAR(5:0(OH))	CAR 5:0;OH	CAR(5:0(OH))	Car(5:0-OH)	Car	5	0	NA	Fatty Acyls	Fatty esters	Acyl carnitines	Lipids and Lipid related compounds	C12H23NO5	261.1576	NA					NA	0	Lipids	Lipids and Lipid related compounds	NB	Lipids and Lipid related compounds	Lipids		NA	metab-u-rppos
Car(8:0-OH)	916	Car(8:0-OH)	CAR(8:0(OH))	CAR 8:0;OH	CAR(8:0(OH))	Car(8:0-OH)	Car	8	0	NA	Fatty Acyls	Fatty esters	Acyl carnitines	Lipids and Lipid related compounds	C15H29NO5	303.2046	NA					NA	0	Lipids	Lipids and Lipid related compounds	NB	Lipids and Lipid related compounds	Lipids		NA	metab-u-rppos
Car(8:1)	917	Car(8:1)	CAR(8:1)	CAR 8:1	CAR(8:1)	Car(8:1)	Car	8	0	NA	Fatty Acyls	Fatty esters	Acyl carnitines	Lipids and Lipid related compounds	C15H27NO4	285.194	NA					NA	0	Lipids	Lipids and Lipid related compounds	NB	Lipids and Lipid related compounds	Lipids		NA	metab-u-rppos
DG(18:1_18:1)	918	DG(18:1_18:1)	DG(18:1_18:1)	DG 18:1_18:1	DG(18:1_18:1)	DG(36:2)DG(18:1_18:1_0:0)	DG	36	2	NA	Glycerolipids	Diradylglycerols	DAG	Lipids and Lipid related compounds	C39H72O5	620.538	NA	C00641				NA	0	Lipids	Lipids and Lipid related compounds	NB	Lipids and Lipid related compounds	Lipids		NA	metab-u-rppos
DG(32:0)	919	DG(32:0)	DG(32:0)	DG 32:0	DG(32:0)	DG(32:0)	DG	32	0	NA	Glycerolipids	Diradylglycerols	DAG	Lipids and Lipid related compounds	C35H68O5	568.5067	NA	C00641				NA	0	Lipids	Lipids and Lipid related compounds	NB	Lipids and Lipid related compounds	Lipids		NA	metab-u-rppos
DG(32:1)	920	DG(32:1)	DG(32:1)	DG 32:1	DG(32:1)	DG(32:1)	DG	32	1	NA	Glycerolipids	Diradylglycerols	DAG	Lipids and Lipid related compounds	C35H66O5	566.491	NA	C00641				NA	0	Lipids	Lipids and Lipid related compounds	NB	Lipids and Lipid related compounds	Lipids		NA	metab-u-rppos
DG(34:2)	921	DG(34:2)	DG(34:2)	DG 34:2	DG(34:2)	DG(34:2)	DG	34	2	NA	Glycerolipids	Diradylglycerols	DAG	Lipids and Lipid related compounds	C37H68O5	592.5067	NA	C00641				NA	0	Lipids	Lipids and Lipid related compounds	NB	Lipids and Lipid related compounds	Lipids		NA	metab-u-rppos
DG(36:3)	922	DG(36:3)	DG(36:3)	DG 36:3	DG(36:3)	DG(36:3)	DG	36	3	NA	Glycerolipids	Diradylglycerols	DAG	Lipids and Lipid related compounds	C39H70O5	618.5223	NA	C00641				NA	0	Lipids	Lipids and Lipid related compounds	NB	Lipids and Lipid related compounds	Lipids		NA	metab-u-rppos
FA(12:0-NH2)	923	FA(12:0-NH2)	Aminododecanoic acid	Aminododecanoic acid	Aminododecanoic acid	FA(12:0-NH2)	Amino FA	NA	NA	NA	Fatty Acyls	Fatty acids	Amino FA	Lipids and Lipid related compounds	C12H25NO2	215.1885	NA					NA	0	Lipids	Lipids and Lipid related compounds	NB	Lipids and Lipid related compounds	Lipids		NA	metab-u-rppos
Glu-Phe	924	Glu-Phe	Glu-Phe	Glu-Phe	Glu-Phe	Glu-Phe	NA	NA	NA	NA	Organic acids	Amino acids and peptides	Dipeptides	Amino acids, Amino acid like and derivatives	C14H18N2O5	294.1216	18653118		XMBSYZWANAQXEV-QWRGUYRKSA-N			NA	0	Peptides			Amino acids, Amino acid like and derivatives	Peptides		NA	metab-u-rppos
Ile-Ile	925	Ile-Ile	Ile-Ile	Ile-Ile	Ile-Ile	Ile-Ile	NA	NA	NA	NA	Organic acids	Amino acids and peptides	Dipeptides	Amino acids, Amino acid like and derivatives	C12H24N2O3	244.1787	7010568		BCVIOZZGJNOEQS-XKNYDFJKSA-N			NA	0	Peptides			Amino acids, Amino acid like and derivatives	Peptides		NA	metab-u-rppos
Ile-Pro	926	Ile-Pro	Ile-Pro	Ile-Pro	Ile-Pro	Ile-Pro	NA	NA	NA	NA	Organic acids	Amino acids and peptides	Dipeptides	Amino acids, Amino acid like and derivatives	C11H20N2O3	228.1474	444876		BBIXOODYWPFNDT-CIUDSAMLSA-N		HMDB0011174	NA	0	Peptides			Amino acids, Amino acid like and derivatives	Peptides		NA	metab-u-rppos
Ile-Val	927	Ile-Val	Ile-Val	Ile-Val	Ile-Val	Ile-Val	NA	NA	NA	NA	Organic acids	Amino acids and peptides	Dipeptides	Amino acids, Amino acid like and derivatives	C11H22N2O3	230.163	449407		BCXBIONYYJCSDF-CIUDSAMLSA-N			NA	0	Peptides			Amino acids, Amino acid like and derivatives	Peptides		NA	metab-u-rppos
LPC(15:0)	928	LPC(15:0)	LPC(15:0)	LPC 15:0	LPC(15:0)	PC(15:0)PC(15:0_0:0)	LPC	15	0	NA	Glycerophospholipids	Glycerophosphocholines	LPC	Lipids and Lipid related compounds	C23H48NO7P	481.3168	NA	C04230				NA	0	Lipids	Lipids and Lipid related compounds	NB	Lipids and Lipid related compounds	Lipids		NA	metab-u-rppos
LPC(16:0)_a_b	929	LPC(16:0)_a_b	LPC(16:0)	LPC 16:0	LPC(16:0)	LPC(16:0)_a_b	LPC	16	0	NA	Glycerophospholipids	Glycerophosphocholines	LPC	Lipids and Lipid related compounds	C24H50NO7P	495.3325	NA	C04230				NA	0	Lipids	Lipids and Lipid related compounds	NB	Lipids and Lipid related compounds	Lipids		NA	metab-u-rppos
LPC(16:0)_b	930	LPC(16:0)_b	LPC(16:0)_rp_b	LPC 16:0	LPC(16:0)_rp_b	LPC(16:0)_rp_b	LPC	16	0	NA	Glycerophospholipids	Glycerophosphocholines	LPC	Lipids and Lipid related compounds	C24H50NO7P	495.3325	NA	C04230				NA	0	Lipids	Lipids and Lipid related compounds	NB	Lipids and Lipid related compounds	Lipids		NA	metab-u-rppos
LPC(17:0)_a_b	931	LPC(17:0)_a_b	LPC(17:0)	LPC 17:0	LPC(17:0)	LPC(17:0)_a_b	LPC	17	0	NA	Glycerophospholipids	Glycerophosphocholines	LPC	Lipids and Lipid related compounds	C25H52NO7P	509.3481	NA	C04230				NA	0	Lipids	Lipids and Lipid related compounds	NB	Lipids and Lipid related compounds	Lipids		NA	metab-u-rppos
LPC(18:1)_b	932	LPC(18:1)_b	LPC(18:1)_rp_b	LPC 18:1	LPC(18:1)_rp_b	LPC(18:1)_rp_b	LPC	18	1	NA	Glycerophospholipids	Glycerophosphocholines	LPC	Lipids and Lipid related compounds	C26H52NO7P	521.3481	NA	C04230				NA	0	Lipids	Lipids and Lipid related compounds	NB	Lipids and Lipid related compounds	Lipids		NA	metab-u-rppos
LPC(18:2)_a_b	933	LPC(18:2)_a_b	LPC(18:2)	LPC 18:2	LPC(18:2)	LPC(18:2)_rp_b	LPC	18	2	NA	Glycerophospholipids	Glycerophosphocholines	LPC	Lipids and Lipid related compounds	C26H50NO7P	519.3325	NA	C04230				NA	0	Lipids	Lipids and Lipid related compounds	NB	Lipids and Lipid related compounds	Lipids		NA	metab-u-rppos
LPC(18:2)_b	934	LPC(18:2)_b	LPC(18:2)_rp_b	LPC 18:2	LPC(18:2)_rp_b	LPC(18:2)_rp_b	LPC	18	2	NA	Glycerophospholipids	Glycerophosphocholines	LPC	Lipids and Lipid related compounds	C26H50NO7P	519.3325	NA	C04230				NA	0	Lipids	Lipids and Lipid related compounds	NB	Lipids and Lipid related compounds	Lipids		NA	metab-u-rppos
LPC(20:0)	935	LPC(20:0)	LPC(20:0)	LPC 20:0	LPC(20:0)	LPC(20:0)	LPC	20	0	NA	Glycerophospholipids	Glycerophosphocholines	LPC	Lipids and Lipid related compounds	C28H58NO7P	551.3951	NA	C04230				NA	0	Lipids	Lipids and Lipid related compounds	NB	Lipids and Lipid related compounds	Lipids		NA	metab-u-rppos
LPC(20:3)_b	936	LPC(20:3)_b	LPC(20:3)_rp_b	LPC 20:3	LPC(20:3)_rp_b	LPC(20:3)_rp_b	LPC	20	3	NA	Glycerophospholipids	Glycerophosphocholines	LPC	Lipids and Lipid related compounds	C28H52NO7P	545.3481	NA	C04230				NA	0	Lipids	Lipids and Lipid related compounds	NB	Lipids and Lipid related compounds	Lipids		NA	metab-u-rppos
LPC(20:4)_a_b	937	LPC(20:4)_a_b	LPC(20:4)	LPC 20:4	LPC(20:4)	PC(20:4)PC(20:4_0:0)	LPC	20	4	NA	Glycerophospholipids	Glycerophosphocholines	LPC	Lipids and Lipid related compounds	C28H50NO7P	543.3325	NA	C04230				NA	0	Lipids	Lipids and Lipid related compounds	NB	Lipids and Lipid related compounds	Lipids		NA	metab-u-rppos
LPC(20:4)_b	938	LPC(20:4)_b	LPC(20:4)_rp_b	LPC 20:4	LPC(20:4)_rp_b	LPC(20:4)_rp_b	LPC	20	4	NA	Glycerophospholipids	Glycerophosphocholines	LPC	Lipids and Lipid related compounds	C28H50NO7P	543.3325	NA	C04230				NA	0	Lipids	Lipids and Lipid related compounds	NB	Lipids and Lipid related compounds	Lipids		NA	metab-u-rppos
LPE(18:0)_b	939	LPE(18:0)_b	LPE(18:0)_rp_b	LPE 18:0	LPE(18:0)_rp_b	LPE(18:0)_rp_b	LPE	18	0	NA	Glycerophospholipids	Glycerophosphoethanolamines	LPE	Lipids and Lipid related compounds	C23H48NO7P	481.3168	NA	C04438				NA	0	Lipids	Lipids and Lipid related compounds	NB	Lipids and Lipid related compounds	Lipids		NA	metab-u-rppos
LPE(18:2)_b	940	LPE(18:2)_b	LPE(18:2)_rp_b	LPE 18:2	LPE(18:2)_rp_b	LPE(18:2)_rp_b	LPE	18	2	NA	Glycerophospholipids	Glycerophosphoethanolamines	LPE	Lipids and Lipid related compounds	C23H44NO7P	477.2855	NA	C04438				NA	0	Lipids	Lipids and Lipid related compounds	NB	Lipids and Lipid related compounds	Lipids		NA	metab-u-rppos
Leu-Ile	941	Leu-Ile	Leu-Ile	Leu-Ile	Leu-Ile	Leu-Ile	NA	NA	NA	NA	Organic acids	Amino acids and peptides	Dipeptides	Amino acids, Amino acid like and derivatives	C12H24N2O3	244.1787	7010534		AZLASBBHHSLQDB-GUBZILKMSA-N			NA	0	Peptides			Amino acids, Amino acid like and derivatives	Peptides		NA	metab-u-rppos
Leu-Pro	942	Leu-Pro	Leu-Pro	Leu-Pro	Leu-Pro	Leu-Pro	NA	NA	NA	NA	Organic acids	Amino acids and peptides	Dipeptides	Amino acids, Amino acid like and derivatives	C11H20N2O3	228.1474	80817		VTJUNIYRYIAIHF-IUCAKERBSA-N		HMDB0011175	356659	0	Peptides			Amino acids, Amino acid like and derivatives	Peptides		NA	metab-u-rppos
MG(14:0)	943	MG(14:0)	MG(14:0)	MG 14:0	MG(14:0)	MG(14:0)	MG	14	0	NA	Glycerolipids	Monoradylglycerols	MAG	Lipids and Lipid related compounds	C17H34O4	302.2457	NA	C01885				NA	0	Lipids	Lipids and Lipid related compounds	NB	Lipids and Lipid related compounds	Lipids		NA	metab-u-rppos
MG(16:0)	944	MG(16:0)	MG(16:0)	MG 16:0	MG(16:0)	MG(16:0)	MG	16	0	NA	Glycerolipids	Monoradylglycerols	MAG	Lipids and Lipid related compounds	C19H38O4	330.277	NA	C01885				NA	0	Lipids	Lipids and Lipid related compounds	NB	Lipids and Lipid related compounds	Lipids		NA	metab-u-rppos
MG(18:1)_a_b	945	MG(18:1)_a_b	MG(18:1)	MG 18:1	MG(18:1)	MG(18:1)_a_b	MG	18	1	NA	Glycerolipids	Monoradylglycerols	MAG	Lipids and Lipid related compounds	C21H40O4	356.2927	NA	C01885				NA	0	Lipids	Lipids and Lipid related compounds	NB	Lipids and Lipid related compounds	Lipids		NA	metab-u-rppos
MG(18:1)_b	946	MG(18:1)_b	MG(18:1)_rp_b	MG 18:1	MG(18:1)_rp_b	MG(18:1)_rp_b	MG	18	1	NA	Glycerolipids	Monoradylglycerols	MAG	Lipids and Lipid related compounds	C21H40O4	356.2927	NA	C01885				NA	0	Lipids	Lipids and Lipid related compounds	NB	Lipids and Lipid related compounds	Lipids		NA	metab-u-rppos
N-acetylneuraminate	947	N-acetylneuraminate	N-Acetylneuraminic acid	N-Acetyl-alpha-neuraminic acid	N-Acetylneuraminic acid	N-acetylneuraminate	NA	NA	NA	NA	Carbohydrates	Monosaccharides	N-acylneuraminic acids	Energy	C11H19NO9	309.106	444885	C00270	SQVRNKJHWKZAKO-YRMXFSIDSA-N		HMDB0000773	61599	0	Carbohydrates	Energy	NB	Energy	Carbohydrates		NA	metab-u-rppos
N-gammaglutamylmethionine	948	N-gammaglutamylmethionine	gamma-Glutamylmethionine	gamma-Glutamylmethionine	gamma-Glutamylmethionine	N-gammaglutamylmethionine	NA	NA	NA	NA	Organic acids	Amino acids and peptides	Peptides	Amino acids, Amino acid like and derivatives	C10H18N2O5S	278.0936	7009567		RQNSKRXMANOPQY-BQBZGAKWSA-N		HMDB0034367	82965	0	Peptides			Amino acids, Amino acid like and derivatives	Peptides		NA	metab-u-rppos
N-undecanoylglycine	949	N-undecanoylglycine	N-Undecanoylglycine	N-Undecanoylglycine	N-Undecanoylglycine	N-undecanoylglycine	NA	NA	NA	NA	Organic acids	Amino acids and peptides	Amino acids	Amino acids, Amino acid like and derivatives	C13H25NO3	243.1834	454092		HEUQYIQQCNOXOG-UHFFFAOYSA-N		HMDB0013286	NA	0	Amino Acids	Amino acids, Amino acid like and derivatives	NB	Amino acids, Amino acid like and derivatives	Amino Acids		NA	metab-u-rppos
PC(28:0)	950	PC(28:0)	PC(28:0)	PC 28:0	PC(28:0)	PC(28:0)	PC	28	0	NA	Glycerophospholipids	Glycerophosphocholines	PC	Lipids and Lipid related compounds	C36H72NO8P	677.4996	NA	C00157				NA	0	Lipids	Lipids and Lipid related compounds	NB	Lipids and Lipid related compounds	Lipids		NA	metab-u-rppos
PC(32:0)	951	PC(32:0)	PC(32:0)	PC 32:0	PC(32:0)	PC(32:0)	PC	32	0	NA	Glycerophospholipids	Glycerophosphocholines	PC	Lipids and Lipid related compounds	C40H80NO8P	733.5622	NA	C00157				NA	0	Lipids	Lipids and Lipid related compounds	NB	Lipids and Lipid related compounds	Lipids		NA	metab-u-rppos
PC(32:1)	952	PC(32:1)	PC(32:1)	PC 32:1	PC(32:1)	PC(32:1)	PC	32	1	NA	Glycerophospholipids	Glycerophosphocholines	PC	Lipids and Lipid related compounds	C40H78NO8P	731.5465	NA	C00157				NA	0	Lipids	Lipids and Lipid related compounds	NB	Lipids and Lipid related compounds	Lipids		NA	metab-u-rppos
PC(33:2)	953	PC(33:2)	PC(33:2)	PC 33:2	PC(33:2)	PC(33:2)	PC	33	2	NA	Glycerophospholipids	Glycerophosphocholines	PC	Lipids and Lipid related compounds	C41H78NO8P	743.5465	NA	C00157				NA	0	Lipids	Lipids and Lipid related compounds	NB	Lipids and Lipid related compounds	Lipids		NA	metab-u-rppos
PC(34:1)	954	PC(34:1)	PC(34:1)	PC 34:1	PC(34:1)	PC(34:1)	PC	34	1	NA	Glycerophospholipids	Glycerophosphocholines	PC	Lipids and Lipid related compounds	C42H82NO8P	759.5778	NA	C00157				NA	0	Lipids	Lipids and Lipid related compounds	NB	Lipids and Lipid related compounds	Lipids		NA	metab-u-rppos
PC(34:2)	955	PC(34:2)	PC(34:2)	PC 34:2	PC(34:2)	PC(34:2)	PC	34	2	NA	Glycerophospholipids	Glycerophosphocholines	PC	Lipids and Lipid related compounds	C42H80NO8P	757.5622	NA	C00157				NA	0	Lipids	Lipids and Lipid related compounds	NB	Lipids and Lipid related compounds	Lipids		NA	metab-u-rppos
PC(34:4)	956	PC(34:4)	PC(34:4)	PC 34:4	PC(34:4)	PC(34:4)	PC	34	4	NA	Glycerophospholipids	Glycerophosphocholines	PC	Lipids and Lipid related compounds	C42H76NO8P	753.5309	NA	C00157				NA	0	Lipids	Lipids and Lipid related compounds	NB	Lipids and Lipid related compounds	Lipids		NA	metab-u-rppos
PC(35:2)	957	PC(35:2)	PC(35:2)	PC 35:2	PC(35:2)	PC(35:2)	PC	35	2	NA	Glycerophospholipids	Glycerophosphocholines	PC	Lipids and Lipid related compounds	C43H82NO8P	771.5778	NA	C00157				NA	0	Lipids	Lipids and Lipid related compounds	NB	Lipids and Lipid related compounds	Lipids		NA	metab-u-rppos
PC(36:3)	958	PC(36:3)	PC(36:3)	PC 36:3	PC(36:3)	PC(36:3)	PC	36	3	NA	Glycerophospholipids	Glycerophosphocholines	PC	Lipids and Lipid related compounds	C44H82NO8P	783.5778	NA	C00157				NA	0	Lipids	Lipids and Lipid related compounds	NB	Lipids and Lipid related compounds	Lipids		NA	metab-u-rppos
PC(36:4)	959	PC(36:4)	PC(36:4)	PC 36:4	PC(36:4)	PC(36:4)	PC	36	4	NA	Glycerophospholipids	Glycerophosphocholines	PC	Lipids and Lipid related compounds	C44H80NO8P	781.5622	NA	C00157				NA	0	Lipids	Lipids and Lipid related compounds	NB	Lipids and Lipid related compounds	Lipids		NA	metab-u-rppos
PC(38:6)	960	PC(38:6)	PC(38:6)	PC 38:6	PC(38:6)	PC(38:6)	PC	38	6	NA	Glycerophospholipids	Glycerophosphocholines	PC	Lipids and Lipid related compounds	C46H80NO8P	805.5622	NA	C00157				NA	0	Lipids	Lipids and Lipid related compounds	NB	Lipids and Lipid related compounds	Lipids		NA	metab-u-rppos
PC(40:6)	961	PC(40:6)	PC(40:6)	PC 40:6	PC(40:6)	PC(40:6)	PC	40	6	NA	Glycerophospholipids	Glycerophosphocholines	PC	Lipids and Lipid related compounds	C48H84NO8P	833.5935	NA	C00157				NA	0	Lipids	Lipids and Lipid related compounds	NB	Lipids and Lipid related compounds	Lipids		NA	metab-u-rppos
Phe-Phe	962	Phe-Phe	Phe-Phe	Phe-Phe	Phe-Phe	Phe-Phe	NA	NA	NA	NA	Organic acids	Amino acids and peptides	Dipeptides	Amino acids, Amino acid like and derivatives	C18H20N2O3	312.1474	6993090		GKZIWHRNKRBEOH-HOTGVXAUSA-N		HMDB0013302	356630	0	Peptides			Amino acids, Amino acid like and derivatives	Peptides		NA	metab-u-rppos
SM(d40:1)	963	SM(d40:1)	SM(d40:1)	SM 40:1;O2	SM(d40:1)	SM(d40:1)	SM	40	1	NA	Sphingolipids	Sphingomyelins	SM	Lipids and Lipid related compounds	C45H91N2O6P	786.6615	NA	C00550				NA	0	Lipids	Lipids and Lipid related compounds	NB	Lipids and Lipid related compounds	Lipids		NA	metab-u-rppos
SM(d42:1)	964	SM(d42:1)	SM(d42:1)	SM 42:1;O2	SM(d42:1)	SM(d42:1)	SM	42	1	NA	Sphingolipids	Sphingomyelins	SM	Lipids and Lipid related compounds	C47H95N2O6P	814.6928	NA	C00550				NA	0	Lipids	Lipids and Lipid related compounds	NB	Lipids and Lipid related compounds	Lipids		NA	metab-u-rppos
SM(d42:2)	965	SM(d42:2)	SM(d42:2)	SM 42:2;O2	SM(d42:2)	SM(d42:2)	SM	42	2	NA	Sphingolipids	Sphingomyelins	SM	Lipids and Lipid related compounds	C47H93N2O6P	812.6771	NA	C00550				NA	0	Lipids	Lipids and Lipid related compounds	NB	Lipids and Lipid related compounds	Lipids		NA	metab-u-rppos
Ser-Leu	966	Ser-Leu	Ser-Leu	Ser-Leu	Ser-Leu	Ser-Leu	NA	NA	NA	NA	Organic acids	Amino acids and peptides	Dipeptides	Amino acids, Amino acid like and derivatives	C9H18N2O4	218.1267	7015695		NFDYGNFETJVMSE-BQBZGAKWSA-N			NA	0	Peptides			Amino acids, Amino acid like and derivatives	Peptides		NA	metab-u-rppos
alpha-tocopherol	967	alpha-tocopherol	alpha-Tocopherol	alpha-Tocopherol	alpha-Tocopherol	alpha-tocopherol	NA	NA	NA	NA	Prenol Lipids	Quinones and hydroquinones	Vitamin E	Lipids and Lipid related compounds	C29H50O2	430.3811	14985	C02477	GVJHHUAWPYXKBD-IEOSBIPESA-N	LMPR02020001	HMDB0001893	18145	0	Lipids	Lipids and Lipid related compounds	NB	Lipids and Lipid related compounds	Lipids		NA	metab-u-rppos
benzylbutylphthalate	968	benzylbutylphthalate	Benzyl butyl phthalate	Benzyl butyl phthalate	Benzyl butyl phthalate	benzylbutylphthalate	NA	NA	NA	NA	Benzenoids	Benzoic acids	Benzoic acid esters	Other	C19H20O4	312.1362	2347	C14211	IRIAEXORFWYRCZ-UHFFFAOYSA-N			NA	0	Benzenoids	xenobiotics/Other	NB	Other	xenobiotics/Other		NA	metab-u-rppos
bilirubin	969	bilirubin	Bilirubin	Bilirubin	Bilirubin	bilirubin	NA	NA	NA	NA	Organoheterocyclic compounds	Tetrapyrroles	Tetrapyrroles	Other	C33H36N4O6	584.2635	5280352	C00486	BPYKTIZUTYGOLE-IFADSCNNSA-N		HMDB0000054	16990	0	Organoheterocyclic Compounds	pigment/Other	NB	Other	pigment/Other		NA	metab-u-rppos
bis(2-ethylhexyl)phthalate	970	bis(2-ethylhexyl)phthalate	bis(2-Ethylhexyl)phthalic acid	bis(2-Ethylhexyl)phthalic acid	bis(2-Ethylhexyl)phthalic acid	bis(2-ethylhexyl)phthalate	NA	NA	NA	NA	Benzenoids	Benzoic acids	Benzoic acids	Other	C24H38O4	390.277	19752116		XZYRJVLKSRQAGD-UHFFFAOYSA-N			NA	0	Benzenoids	xenobiotics/Other	NB	Other	xenobiotics/Other		NA	metab-u-rppos
cholesterol	971	cholesterol	Cholesterol	Cholesterol	Cholesterol	cholesterol_M-H2O_feature1	NA	NA	NA	NA	Sterol Lipids	Sterols	Cholesterols	Lipids and Lipid related compounds	C27H46O	386.3549	5997	C00187	HVYWMOMLDIMFJA-DPAQBDIFSA-N	LMST01010001	HMDB0000067	16113	0	Lipids	Lipids and Lipid related compounds	NB	Lipids and Lipid related compounds	Lipids		NA	metab-u-rppos
deoxyguanosine	972	deoxyguanosine	Deoxyguanosine	Deoxyguanosine	Deoxyguanosine	deoxyguanosine	NA	NA	NA	NA	Nucleic acids	Purines	Purine deoxyribonucleosides	Nucleotides and derivatives	C10H13N5O4	267.0968	1.35e+08	C00330	YKBGVTZYEHREMT-KVQBGUIXSA-N		HMDB0000085	17172	0	Nucleic Acids	Nucleotides and derivatives	NB	Nucleotides and derivatives	Nucleic Acids		NA	metab-u-rppos
diethylphthalate	973	diethylphthalate	Diethyl phthalate	Diethyl phthalate	Diethyl phthalate	diethylphthalate	NA	NA	NA	NA	Benzenoids	Benzoic acids	Benzoic acid esters	Other	C12H14O4	222.0892	6781	C14175	FLKPEMZONWLCSK-UHFFFAOYSA-N		HMDB0094660	34698	0	Benzenoids	xenobiotics/Other	NB	Other	xenobiotics/Other		NA	metab-u-rppos
gamma-glutamyltyrosine	974	gamma-glutamyltyrosine	gamma-Glutamyltyrosine	gamma-Glutamyltyrosine	gamma-Glutamyltyrosine	gamma-glutamyltyrosine	NA	NA	NA	NA	Organic acids	Amino acids and peptides	Dipeptides	Amino acids, Amino acid like and derivatives	C14H18N2O6	310.1165	94340		VVLXCWVSSLFQDS-QWRGUYRKSA-N		HMDB0011741	NA	0	Peptides			Amino acids, Amino acid like and derivatives	Peptides		NA	metab-u-rppos
kynurenine	975	kynurenine	Kynurenine	Kynurenine	Kynurenine	kynurenine	NA	NA	NA	NA	Organic oxygen compounds	Butyrophenones	Butyrophenones	Amino acids, Amino acid like and derivatives	C10H12N2O3	208.0848	161166	C00328	YGPSJZOEDVAXAB-QMMMGPOBSA-N		HMDB0000684	16946	0	Organic Compounds	Amino acids, Amino acid like and derivatives	NB	Amino acids, Amino acid like and derivatives	Organic Compounds		NA	metab-u-rppos
monoethylhexyl phthalate	976	monoethylhexyl phthalate	Monoethylhexyl phthalic acid	Monoethylhexyl phthalic acid	Monoethylhexyl phthalic acid	monoethylhexyl phthalate	NA	NA	NA	NA	Benzenoids	Benzoic acids	Benzoic acid esters	Other	C16H22O4	278.1518	20393	C03343	DJDSLBVSSOQSLW-UHFFFAOYSA-N		HMDB0013248	17243	0	Benzenoids	xenobiotics/Other	NB	Other	xenobiotics/Other		NA	metab-u-rppos
oleamide	977	oleamide	Oleamide	Oleamide	Oleamide	oleamide	Primary amides	NA	NA	NA	Fatty Acyls	Fatty amides	Primary amides	Lipids and Lipid related compounds	C18H35NO	281.2719	5283387	C19670	FATBGEAMYMYZAF-KTKRTIGZSA-N	LMFA08010004	HMDB0002117	116314	0	Lipids	Lipids and Lipid related compounds	NB	Lipids and Lipid related compounds	Lipids		NA	metab-u-rppos
pyridoxamine	978	pyridoxamine	Pyridoxamine	Pyridoxamine	Pyridoxamine	pyridoxamine	NA	NA	NA	NA	Organoheterocyclic compounds	Pyridoxamines	Pyridoxamines	Vitamin, vitamin-like substance and Cofactor	C8H12N2O2	168.0899	1052	C00534	NHZMQXZHNVQTQA-UHFFFAOYSA-N		HMDB0001431	16410	0	Organoheterocyclic Compounds	vitamin and Cofactor	NB	Vitamin, vitamin-like substance and Cofactor	pigment,vitamin,cofactor		NA	metab-u-rppos
